beneficiary_id,aadhaar,name,state,district,subsidy_type,amount,income,distributor_id,claim_date
65844d9e-b92e-40ae-be78-cb6de57c5b08,903037430770,Vedant Cherian,Punjab,Tiruvottiyur,LPG Subsidy,37123.4,977531.31,DIST-8247,2025-09-24
b45e0d4f-aeb7-473c-abf2-e6df5a590812,619137239252,Samaksh Shukla,West Bengal,Silchar,PMAY,36327.11,320258.99,DIST-2418,2025-07-22
07af0e93-bd5c-4d5e-bb43-b1da9084ee62,939932838286,Wazir Sabharwal,Tamil Nadu,Thrissur,PMAY,39361.93,584805.26,DIST-3819,2025-03-06
7daf9375-63ad-4727-9d5b-945758d2b998,745277745743,Ayushman Naik,Bihar,Morena,MGNREGA,22912.35,778160.14,DIST-5439,2025-11-06
f81f2648-e2f1-4a2c-8a36-4991a002d6fd,162334075396,Zayan Chatterjee,Punjab,Madhyamgram,Fertilizer Subsidy,40163.57,897212.17,DIST-5280,2025-06-14
25c5e087-266e-4d4d-a0f3-d7dfa15c2ac7,578813460410,Xalak Ganesan,West Bengal,Parbhani,PM-KISAN,30959.49,723669.74,DIST-7408,2025-05-21
b813e7f0-2afc-4f62-b465-a5ba2484c13d,115703501960,Noah Pillai,Himachal Pradesh,Karawal Nagar,PM-KISAN,25791.88,800205.08,DIST-8923,2025-05-04
6637d66e-1f74-4bb8-902c-83661dadfab0,976934869325,Sathvik Agarwal,Tamil Nadu,Nagaon,PMAY,17445.03,629248.12,DIST-625,2025-04-19
5a09f372-f60c-469d-8166-5de82ba5dde8,542035381168,Aadhya Dasgupta,Madhya Pradesh,Surat,LPG Subsidy,11932.69,237388.76,DIST-2922,2025-02-21
ac562c61-dd7c-4922-9e77-31f9aa0962b6,304668606516,Isaiah Devi,Rajasthan,Jaunpur,PMAY,16489.17,899212.28,DIST-1452,2026-01-18
6e61c45b-992b-4d8b-ab90-569b4ba668f1,418474116074,Rohan Thaker,Tripura,Anantapur,MGNREGA,4850.81,566050.27,DIST-7010,2025-09-11
b21e2712-23e9-4db5-b4f0-8f428f2b2a6f,602664223297,Ekantika Gour,Rajasthan,Ratlam,PM-KISAN,16322.16,62245.98,DIST-9465,2025-08-04
3a4e20b7-f8dc-49a7-b6f4-11ef56c6fee6,714245228681,Lakshmi Sodhi,Chhattisgarh,Moradabad,MGNREGA,11297.85,188227.84,DIST-9008,2026-01-23
7872c61f-3053-4d56-a960-1b9f76a3de72,946431308646,Hredhaan Lalla,Maharashtra,Mysore,PMAY,12772.86,819348.21,DIST-3349,2026-01-11
c9282f5d-25b5-4e60-b58c-fc8d4fd1b9c0,907296203194,Krisha Kuruvilla,Tripura,Narasaraopet,PMAY,19362.6,174913.44,DIST-6819,2025-08-27
3a643f66-4121-4d21-87fe-5fc140a8847c,181408215546,Panini Chaudhuri,Sikkim,Sirsa,MGNREGA,41342.26,503896.1,DIST-3318,2025-12-15
7be3d4b2-b38b-4d06-bbe0-f9ba6290048f,817848171085,Laksh Deo,Chhattisgarh,Howrah,PM-KISAN,20833.86,167800.83,DIST-7742,2025-08-21
4c7cbc13-76f4-47d9-bcd3-b99803403181,657975936766,Bhavini Dara,Meghalaya,Kadapa,MGNREGA,44960.45,193558.97,DIST-7199,2025-03-26
f1988274-cb3a-45c8-aa10-7b57583cd098,831145938916,Lucky Doctor,Telangana,Patna,LPG Subsidy,24117.26,304151.43,DIST-6617,2025-09-19
72d0442c-95c2-494f-8cee-de76a4440916,578624685414,Caleb Dada,Kerala,Khandwa,PM-KISAN,24949.9,225718.77,DIST-8484,2025-03-26
5835b783-e17f-4f2b-9624-4a749339a58e,839497167336,Ati Dayal,Gujarat,Gurgaon,Fertilizer Subsidy,23583.24,407669.23,DIST-740,2025-07-12
49663f6c-4a8c-4e65-928d-d76610653ec2,643029116032,Ladli Sane,Meghalaya,Shahjahanpur,Fertilizer Subsidy,9384.31,213321.08,DIST-2849,2026-02-07
5db600a5-7ad8-4dfc-8673-0019c5c2d452,413634820732,Yauvani Mangal,West Bengal,Shimla,MGNREGA,8797.94,612722.94,DIST-3661,2025-09-13
c22bc32b-a545-4f81-a108-4cd71bccd1c2,656135289303,Ekbal Nair,Punjab,Jaipur,PMAY,40188.32,878799.64,DIST-2718,2025-07-19
caf0fcc9-c82b-4a7e-878c-67a8c599dc38,164765444167,Yashica Radhakrishnan,West Bengal,Motihari,Fertilizer Subsidy,21933.87,650816.54,DIST-5487,2025-03-08
ef33c499-4ae0-441b-8812-63d52319990e,611423081474,Sachi Parikh,Assam,Bellary,MGNREGA,20813.17,869184.0,DIST-7015,2025-11-23
565078b7-4298-482d-b4cb-8cf32aa48d16,603537409141,Bhavani Hora,Gujarat,Guntur,PMAY,3173.36,153526.89,DIST-6579,2026-01-16
f464bbad-e56c-43f4-8396-540a54b127e8,242653194549,Onveer Bal,Manipur,Haridwar,PM-KISAN,10685.75,978548.3,DIST-37,2026-01-08
55f9c4ee-d37e-4637-a271-39e14f45b8c7,829070628824,Isaiah Balan,Arunachal Pradesh,Rewa,PM-KISAN,40844.6,240569.42,DIST-663,2025-05-10
330e4b0f-463e-41b9-9e16-447c53757097,685452141692,Rajata Kashyap,Rajasthan,Suryapet,PMAY,15080.69,393267.41,DIST-3566,2025-12-26
31ac569c-25c6-4915-9d65-d59162b068f1,779552707965,Chasmum Sankaran,Rajasthan,Hosur,LPG Subsidy,7572.39,52143.05,FRAUD-DIST-6517,2026-01-21
8af2158e-bfd9-44d0-ae8d-e6b0f9fea976,401905995106,Waida Bakshi,Mizoram,Giridih,MGNREGA,38456.41,166627.4,DIST-887,2025-04-07
75c44a5b-2989-483f-85cc-49a258b7e940,823722332738,Vedika Brar,Madhya Pradesh,Mehsana,Fertilizer Subsidy,8115.06,517411.89,DIST-8200,2025-05-07
524b4c6c-45e3-4035-b248-1cbf5b5fee16,468474645612,Hredhaan Dani,Manipur,Bally,MGNREGA,39957.63,588874.14,DIST-2079,2025-06-20
934c838a-b463-4070-8779-256c4866808a,281860866504,Krishna Raju,Tamil Nadu,Tirupati,PM-KISAN,22430.19,888575.82,DIST-1058,2025-02-16
b2e6cb2c-90ec-4913-b22d-5ff8b6be5124,309403335101,Dalaja Sunder,Manipur,Dibrugarh,PM-KISAN,17393.49,121122.9,FRAUD-DIST-6517,2026-01-21
05df237b-236d-4894-a67b-d7071574f647,727946469096,Upma Vaidya,Jharkhand,Mangalore,PM-KISAN,3250.83,67985.15,DIST-4254,2025-11-16
29ab76b8-122a-4a22-b9b9-17a08f1ba258,453916295906,Mitesh Deep,Tamil Nadu,Bhopal,MGNREGA,23200.06,273481.34,DIST-2745,2025-08-03
6af9a063-53c1-4210-8984-8487e6902966,108842357033,Indira Dalal,Jharkhand,Dewas,LPG Subsidy,46275.85,483799.38,DIST-6270,2025-11-15
6c109e62-f5d5-44f1-8b39-f39a1be723a3,428229164742,Eshana Sen,Manipur,Bhubaneswar,Fertilizer Subsidy,9476.58,231788.6,DIST-2613,2025-09-18
75ea61c8-0496-4072-b506-2ce5c61384b4,307564999109,Tarak Bains,Manipur,Thrissur,PMAY,14499.71,954191.64,DIST-755,2025-07-02
5bbc5620-f694-4eb1-bcb0-b87359c0f88f,983747926888,Rachit Solanki,Assam,Panipat,MGNREGA,37356.35,558975.47,DIST-4379,2026-01-06
52b5e37d-f71a-4528-b1c9-bd271683775c,624774801570,Gavin Sinha,Telangana,Aizawl,MGNREGA,17242.08,95757.67,DIST-4956,2025-05-10
e4cc56bd-a564-47f5-9d69-162049bf4d45,961351889076,Udarsh Ratta,Gujarat,Imphal,Fertilizer Subsidy,15253.6,836485.98,DIST-4747,2025-12-10
811fca4f-1fd5-4622-8085-aa73137fe969,134696028716,Chandani Raman,Goa,Hindupur,LPG Subsidy,17580.19,164535.73,DIST-1721,2025-12-20
9e3e51e9-4873-4af8-b572-be529af27844,329865262738,Gaurika Vasa,Punjab,Sambhal,MGNREGA,27347.55,536800.27,DIST-9491,2025-08-08
6920b721-3703-412c-a0ca-eac39f4f9f54,164647494596,Bhavani Brahmbhatt,Himachal Pradesh,Bidar,LPG Subsidy,48146.24,603583.43,DIST-4377,2025-11-11
9165a4a9-ca16-4c80-a9fb-33369cb034ec,946743412930,Suhani Om,Sikkim,Kulti,MGNREGA,2770.18,182923.85,DIST-7031,2026-02-11
be62cfde-a408-421a-a2b8-d2dcbd06a418,946551064428,Charvi Korpal,Karnataka,Farrukhabad,MGNREGA,1920.26,738962.53,DIST-894,2025-09-19
a8ac2b9f-16a7-4069-8bd0-71416ba2816d,517277108167,Aarav Shankar,Maharashtra,Sambalpur,Fertilizer Subsidy,41590.5,990551.97,DIST-1293,2025-04-11
038404da-ed63-4318-8406-3626aca51668,581009855453,Ekaja Grewal,Goa,Rohtak,PMAY,12877.86,294765.51,DIST-5823,2025-10-16
efb2d531-db2a-4bb0-8f24-c0018d364392,535214565813,Aachal Prashad,Karnataka,Bikaner,MGNREGA,13578.75,830006.67,DIST-7144,2025-04-01
23b0e225-a8e8-423f-ba79-bf1ce00d05eb,389327764730,Jonathan Brar,Kerala,Katni,LPG Subsidy,23219.7,232070.24,DIST-1397,2025-12-29
f63889df-842c-44b1-b4b9-f8900528fb86,830851313855,Qabil Lala,Chhattisgarh,Katni,LPG Subsidy,4110.97,798291.37,DIST-212,2025-08-11
8d2a781f-785a-4cb7-bf7b-53c90bdd64cc,814101044192,Dominic Gola,Uttar Pradesh,Jabalpur,MGNREGA,33443.51,638689.21,DIST-6182,2025-08-19
2ffd396c-dee1-469c-8a6b-675ca7bc1f28,439740776846,Sudiksha Ramaswamy,Uttar Pradesh,Dharmavaram,MGNREGA,31465.87,243894.51,DIST-1655,2025-09-08
1f23e542-1cce-42ff-82c3-565171782bb4,432203110036,Rayaan Mital,Chhattisgarh,Gandhinagar,MGNREGA,30371.19,228696.43,DIST-3847,2025-11-27
039c4f5f-88cc-4be2-9b59-26a42f72fa47,475670217906,Krish More,Rajasthan,Panipat,LPG Subsidy,45767.35,328361.1,DIST-6352,2025-12-13
26a54611-3a33-42f8-ac12-49a08b8b8a27,156187988196,Aishani Jhaveri,Nagaland,Pallavaram,LPG Subsidy,25335.41,339745.11,DIST-9992,2025-06-05
3919e728-ceb2-4cd6-9841-1e21a979ad80,441705018449,Chakrika Dhingra,Assam,Eluru,PM-KISAN,49578.0,547031.76,DIST-9740,2025-08-02
4bdb796c-0800-4ebd-8f41-57a105065485,607799395649,Guneet Bir,Assam,Mathura,PM-KISAN,42601.53,400142.34,DIST-1895,2025-06-15
2ef966c1-694d-4d81-bfe7-cd4823a54f2b,519349444102,Thomas Khatri,Uttarakhand,Tezpur,PM-KISAN,2206.88,650315.26,DIST-8910,2025-12-22
4fb99f66-f006-49ba-9d22-149c5fee354e,387395554828,Mitali Dara,Assam,Firozabad,PMAY,5112.26,757852.94,DIST-4049,2025-11-13
0dbab6de-2914-445b-955c-024257361ae8,962546277502,Ranbir Salvi,Himachal Pradesh,Raipur,Fertilizer Subsidy,2060.18,648336.72,DIST-3880,2025-10-07
4cd76148-aa2d-4dc2-8236-e914b4313e77,220836532913,Warda Yogi,Sikkim,Hosur,PMAY,6567.74,551451.46,DIST-2210,2026-01-02
bc5a324c-0e89-4cfc-836e-26d6c386d47a,946239614852,Turvi Dalal,Chhattisgarh,Srikakulam,LPG Subsidy,23411.19,747934.63,DIST-1451,2025-10-29
1506e8ea-86bd-47ff-8080-e72bfcaa4c5f,413586994656,Chanakya Padmanabhan,Madhya Pradesh,Ramagundam,PMAY,37916.46,287400.94,DIST-5527,2025-04-03
18c38ab7-0453-4dcb-b2cb-8c20f455b319,623851942723,Faras Shanker,Meghalaya,Dindigul,MGNREGA,1411.98,926475.47,DIST-3908,2026-01-01
1178622f-189f-4ba9-bad5-ab4b010dbac9,699980010522,Robert Choudhury,Himachal Pradesh,Ambarnath,Fertilizer Subsidy,32600.59,872133.43,DIST-8767,2025-09-24
859d78a8-8df9-49ca-97bd-6a50dc36ada5,369736320175,Yashvi Gola,Tamil Nadu,Vasai-Virar,PMAY,23107.27,104123.98,DIST-5297,2026-01-30
b20c1cc4-661e-4e76-843d-a0a799c3aec8,723176851609,Forum Kulkarni,Meghalaya,Chandigarh,MGNREGA,36371.56,306620.38,DIST-7568,2025-07-15
630afb43-0bef-43e0-8afb-e47d9b88cf8e,576138184797,Saanvi Naidu,Nagaland,Gudivada,LPG Subsidy,26825.57,66389.59,DIST-7583,2026-01-31
91aa2328-742b-4bd3-96f9-eba276c54677,172322025919,Ryan Babu,Nagaland,Sirsa,Fertilizer Subsidy,11215.7,604540.72,DIST-6016,2025-12-18
98813a33-c52a-4dc7-a116-8e0fbedff03d,454898766945,Gaurangi Gopal,Mizoram,Bathinda,LPG Subsidy,37102.55,806845.53,DIST-1548,2025-08-04
5e7bf9e4-391c-4c01-afd6-a4e5e6762f76,837270100716,Krisha Solanki,Telangana,Khammam,Fertilizer Subsidy,12792.64,252229.8,FRAUD-DIST-6517,2026-01-21
8ae8e662-1410-4cd4-8a45-430910f81aad,654542256745,Aahana Bath,Nagaland,Thane,MGNREGA,15183.52,341607.43,DIST-8889,2025-06-15
